-20374.097892104317,379331.88638799457,99.475419792782816,-25190.479456948826,-1889568.0969989351,-5697.9481957842017,382243.21186137776,12027.509824937431,8539.6334405144462
-54350.05359056795,614104.53733476065,101.93081457663429,-24830.583779921297,-1730058.4667738338,-2689.2193640585851,-42331.939978563641,-328.68881743479176,7226.7597356198457
-81010.164344407938,707401.23258306284,100.23213647731299,-20845.22901036077,-2795437.74615933,-4348.6929260450033,95969.685602000405,-203.64415862807576,4964.2382993926312
-58984.88745980669,638065.61271882651,76.019471239728148,-23628.485351911324,1084311.4742765191,-4688.920685959265,102612.77241872079,6743.4798142193504,2081.6539835655531
2789.4247945697389,628525.33047516854,60.442818863879801,-25009.303858520783,967762.18220792059,-1642.994998213635,-37796.44515898548,-3810.2893890675123,2025.0173276169996
11547.588424437248,598922.95462665067,78.589371204001182,-21423.778670953845,-2905884.760092915,-4671.8635226866545,370704.05501964904,-3081.4576634512355,2644.7188281528997
-7699.1425509109122,558401.08967488108,100.30585923544095,-31442.252411575508,-755933.11021787673,-11275.342265094621,-795959.53912111372,18138.620936048548,7555.5927116827224
-90515.166130760772,693269.61414790642,112.42173990710913,-31345.83440514456,-7779749.6816719975,-7777.0818149338838,-18195.927116827577,4406.9310468024269,6763.0548410146221
29811.682743837213,663646.87388352735,89.558002858163462,-19058.160057163208,1440965.7529475365,-3154.6970346552202,-34350.125044658227,5105.3947838513614,4334.341193283316
-61929.367631296489,619812.34369417443,120.1059485530543,-24924.403894247884,1356743.9051446819,-3917.7120400142853,417806.18077884807,2506.25223294033,9058.7684887459491
-89576.455877098429,671726.18792425585,83.260557341907599,-28041.934262236427,-2966445.3490532087,-6904.7031082529156,58217.345480528304,6145.0518042157755,3457.7098963915564
-103868.34583779876,432695.21257591894,81.94397999285421,-25451.81279028214,-2609922.2057877523,-6462.7942122186178,101204.51947123927,2758.1279028224308,7342.3912111468017
-48167.827795641257,612323.45480528614,51.763058235083832,-27007.243658449384,3128787.3720971677,-6705.0721686316365,-42374.419435512689,1032.5116112897435,-889.14701679170662
42588.674526616313,788166.02357984788,88.392729546266239,-18213.559306895284,-1218523.2909967836,2123.8669167559765,-82114.022865308783,17138.263665594764,2076.9733833511905
650.37513397634143,428784.17291889823,93.566148624508557,-26546.326902465084,1642255.5489460372,-7755.4526616648518,-533862.89746337698,-17379.421221864897,9892.3685244729859
-51168.774562343569,507987.78135048068,100.4248302965342,-22274.662736691607,-1513760.2123972985,-9474.2525902107645,798086.88817434362,-3417.2918899606834,7232.5500178635102
-61144.801714897869,411664.34440871654,63.020900321543138,-28129.243301178918,-996177.22883171053,-9462.6813147552421,378259.94998213527,-4769.5605573419016,5558.6563058234933
27874.169346194849,786816.43444087019,96.781171847087862,-25265.446588067076,1654314.2463379435,-6853.7095391210778,14995.30189353324,-9632.0114326544863,4618.3681672025587
15155.716327259708,631844.19435512472,82.37145409074644,-25334.694176491546,5880906.4508753056,-5328.6287959985611,152737.24544480117,11386.209360485831,3443.1234369417575
-33676.598785280519,530325.15183994139,57.572257949267502,-21755.141836370076,-4643945.2495534252,-6718.20007145408,-88360.396570203302,-1341.5505537691918,1428.234369417652
3111.9149696321724,575141.12182922196,69.38186852447275,-26188.780814576607,-881975.65469808318,-9600.0919971418098,184936.60235798467,-1966.7738478027641,2674.6947123972777
-25904.930332261221,509275.74133619055,146.32356198642347,-24105.044837441845,-4836217.0025008861,-12309.690603787019,350238.79957127466,-13678.09932118607,14366.659878528008
-128221.27545551953,588718.4530189326,94.048535191139308,-28379.260092890217,-7973925.4249732122,-10514.021436227173,-74944.96248660222,10884.244372990299,6316.1593426223317
-59114.755269739086,428737.90639513999,72.408967488388399,-27227.295284029937,-5520845.7792068264,-11352.75133976416,-60155.234012147353,14630.225080385817,5092.0053590567868
-64421.7934976775,497191.85423365352,90.462307967130798,-28552.629510539402,-9172030.8708467185,-5365.2568774562214,281479.40335834131,7163.2725973561792,7260.2232940335589
-11797.767059664186,792561.20042872243,90.647409789210144,-29264.875669882036,-2999126.6103965468,-8820.4680242943705,174901.00035726966,-7906.3951411217831,2924.119685601991
1826.8488745982779,434814.16577348957,105.23290460878854,-19486.968202929558,907777.57734906196,-7499.7256162914955,-510378.33154697897,1661.3076098606575,8584.4212218649027
16262.915326902537,554365.61271882593,59.467041800642875,-21113.86459449794,2351278.4103251291,-8718.0235798499234,-109536.56663093953,-6173.6334405144635,8.383529832088664
14350.035727045266,762330.24294390518,76.870828867452303,-20909.384958913841,1416253.7466952123,-3140.3404787424033,-23310.146480885865,800.28581636297451,1321.2654519471193
14329.242586638073,511948.44587352517,61.846445158985041,-26464.471596998854,-2875936.6884601517,-9645.2640228652836,-115802.3579849933,-3047.5169703465508,3804.9194355126715
-55722.597356198494,698475.66988209879,107.9581457663449,-28351.966237942012,-671932.25330473681,-7652.1541622007635,-63956.841729189036,5217.9349767774038,7934.0544837441767
14626.580921757559,715200.92890317715,98.469006788138429,-20211.872097177518,3079863.1834583422,-609.21614862450974,114441.90782422268,-108.96748838869831,3710.6638085030309
